education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,country,depression_total_score,anxiety_total_score,stress_total_score
2,3,2,1,19,1,12,1,10,2,1,2,,SG,30,21,27
4,1,2,2,26,2,10,1,10,1,1,8,Information Technology,MY,23,20,24
3,3,2,2,18,1,10,1,10,2,1,5,Foundation studies,MY,18,18,14
4,2,1,1,37,1,6,1,60,2,2,2,Civil engineering,AU,25,26,22
3,2,2,2,25,1,10,2,10,2,1,6,Corporate admin,MY,26,23,23
1,1,2,2,17,1,12,3,60,2,1,2,,SK,45,48,51
1,3,2,1,13,1,5,1,10,2,1,2,,US,33,28,27
3,3,2,2,19,1,10,1,10,2,1,4,ENGLISH,MY,14,14,14
3,2,2,1,23,1,2,1,60,1,1,2,Ecology,GB,44,41,42
3,1,2,2,21,1,4,1,70,2,1,7,Nursing,MY,25,21,22
3,3,2,2,22,1,10,1,10,1,1,5,Actuarial Science ,MY,42,39,45
2,3,2,2,19,1,10,1,10,2,1,6,,MY,42,36,40
3,2,2,1,25,1,10,1,10,1,1,3,Medicine and Surgery,MY,36,38,36
4,2,2,1,31,1,1,1,10,1,2,3,Psychology,MY,26,23,27
3,3,2,2,20,1,10,1,10,2,1,3,Psychology,MY,42,42,39
4,3,2,2,27,1,10,1,10,1,1,3,,MY,30,29,28
3,3,2,2,20,1,2,1,10,2,1,2,Therapy,HK,30,23,26
3,3,3,1,14,1,0,2,60,2,1,3,Veterinarian ,US,41,47,44
4,2,1,2,27,1,10,1,10,1,1,4,Education,MY,24,23,24
1,2,1,1,14,1,7,1,10,2,1,2,,GB,23,22,25
3,1,2,2,14,1,10,1,10,2,1,2,dermatologist,MY,34,38,50
1,2,2,1,13,1,2,5,60,2,1,3,,US,40,35,40
1,2,2,1,35,1,2,1,60,2,2,2,,US,28,24,28
3,2,1,2,22,1,10,1,10,2,1,4,IT,MY,26,22,19
1,3,2,1,14,2,7,1,30,2,1,3,,US,38,38,41
2,2,2,2,18,1,10,1,10,2,1,2,,MY,48,49,49
3,2,2,2,18,1,10,1,70,2,1,6,Culinary,MY,38,32,43
3,3,1,1,65,1,2,1,60,2,1,2,Microbiology (Environmental Psychology for ge,GB,17,16,17
1,3,2,2,14,1,4,4,70,2,1,2,,US,44,37,42
2,3,2,2,16,1,10,4,10,2,1,4,,MY,48,40,44
3,3,2,2,18,1,10,1,10,2,1,5,Fashion,MY,19,17,15
3,1,2,2,25,1,10,1,10,2,1,3,Psychology,AU,20,18,22
2,1,1,1,56,2,7,1,60,2,3,2,,US,38,39,38
3,1,2,1,21,1,2,5,60,1,1,2,Photography,US,33,31,30
2,2,2,2,20,1,10,1,10,2,1,5,,MY,38,34,40
4,1,2,2,24,1,10,5,10,1,1,6,Biotechnology Engineering,MY,26,22,24
3,3,2,2,21,1,10,5,10,2,1,3,Science social ,MY,35,31,32
3,1,2,1,45,1,7,1,60,1,2,4,Nursing,US,38,40,36
3,1,2,2,18,1,10,1,10,2,1,3,childhood,MY,50,53,51
2,3,2,1,24,1,12,1,70,2,2,1,,US,31,30,28
3,2,2,1,37,1,6,1,30,2,2,1,Psychology,US,31,31,31
3,2,2,2,27,1,10,1,70,2,1,2,Engineering,MY,32,37,42
3,3,1,2,28,1,8,1,10,1,1,3,Dentistry,MY,15,16,23
3,2,2,2,21,2,10,1,70,2,1,4,communication,MY,53,49,53
3,2,2,1,28,1,1,3,60,2,1,1,Arts,US,40,33,32
3,3,2,2,27,1,10,1,10,2,1,5,Business admin,MY,31,32,32
4,2,1,1,32,1,2,1,60,1,1,2,History,US,22,19,21
3,3,2,1,19,1,10,1,10,2,1,4,political,MY,30,24,21
3,2,1,1,25,1,2,1,60,2,1,3,Politics,GB,29,34,43
3,2,2,2,19,1,10,5,70,2,1,4,TEXTILEZ,MY,19,19,21
2,3,2,2,17,1,10,1,10,2,1,4,,ID,23,20,26
3,1,1,2,24,1,10,5,10,1,1,5,engliah,PK,43,34,36
2,2,2,2,14,1,10,1,10,2,1,3,,MY,38,37,39
3,3,2,2,18,1,10,1,10,2,1,5,Art,MY,27,23,23
3,3,2,2,27,1,10,1,10,1,2,2,English,MY,30,26,30
2,3,1,1,21,2,2,1,60,1,1,4,,GB,42,40,40
3,2,1,1,19,1,4,1,60,1,1,2,Game Development,US,31,29,34
1,2,2,1,16,1,4,2,10,2,1,2,,US,34,28,38
3,1,2,2,17,1,10,5,10,2,1,5,Psychology,MY,30,29,23
4,3,2,1,36,1,1,1,60,1,2,3,Art History,FR,28,24,28
3,2,2,2,23,1,10,1,10,2,1,4,Civil engineering,MY,39,35,37
1,3,2,2,17,2,10,3,10,2,1,4,,MY,44,49,49
3,3,2,2,20,3,10,5,10,2,1,4,Human resources,MY,18,15,18
3,3,2,1,22,1,10,1,10,1,1,5,Computer science ,MY,55,53,54
3,2,1,1,18,1,4,1,10,2,1,0,Computer science,US,20,15,19
3,1,2,2,19,1,10,1,10,2,1,6,physiology,MY,33,31,34
4,3,1,2,23,2,10,3,10,1,1,4,Human Resources ,MY,21,31,33
3,3,2,2,18,1,10,1,10,2,1,1,Public Administration,MY,32,27,24
3,2,1,2,20,1,2,1,60,2,1,4,IT,SE,36,43,40
3,3,2,2,25,1,10,1,10,1,1,2,Physics,ID,43,43,45
3,3,2,2,22,1,10,5,10,1,1,0,Dentistry,ID,33,31,34
3,1,2,2,21,1,10,1,70,2,1,2,East asian studies,MY,46,41,50
4,3,2,2,26,1,12,1,60,2,1,3,film,PL,37,34,33
3,2,2,2,21,1,10,1,10,2,1,4,,MY,31,29,30
3,1,2,2,24,1,10,4,70,2,2,1,Nursing,MY,42,31,39
3,3,2,2,16,1,10,4,10,2,1,1,Science,MY,56,55,56
3,3,1,1,31,1,4,1,10,1,1,2,Economics,MY,14,15,16
3,2,2,2,22,1,10,1,10,2,1,4,Business Administration,MY,51,50,51
3,3,1,1,19,1,1,1,70,2,1,2,Industrial Maintenance Mechanic,US,34,31,33
3,3,2,2,16,1,10,5,10,2,1,4,Accounting,MY,36,42,44
3,1,2,1,21,2,10,2,10,2,1,4,engineering,MY,43,43,44
3,1,2,2,19,1,10,1,10,2,1,3,Education,MY,34,32,35
2,3,1,1,18,1,4,1,10,2,1,6,,MY,21,20,18
2,2,2,1,15,2,2,3,20,2,1,2,,AU,37,34,33
3,2,1,1,21,1,6,1,60,2,1,1,Criminology ,GB,24,27,27
3,1,2,2,24,2,10,1,10,2,1,4,Cognitive Science,MY,35,36,41
3,4,2,2,21,1,10,1,10,2,1,7,Political science,MY,23,19,23
3,2,1,2,27,1,10,1,70,1,1,5,Accounting,MY,16,15,19
2,3,2,1,14,1,10,1,10,2,1,4,,MY,50,52,49
3,3,2,2,50,1,10,1,10,2,2,3,Medicine ,US,14,15,16
2,2,2,1,18,1,12,1,60,2,1,4,,US,29,28,26
4,2,2,2,30,1,10,1,10,2,2,4,Mechanical engineering,NONE,34,37,36
3,2,1,2,19,1,10,1,10,2,1,5,Engineering,MY,19,19,18
3,1,2,2,21,1,4,1,70,2,1,5,Education,MY,22,19,21
3,3,2,1,21,1,7,1,60,1,1,3,psychology,US,21,16,15
3,2,2,2,25,1,10,1,10,1,1,3,civil engineering,ID,38,33,43
1,3,1,2,14,1,1,3,70,2,1,1,,US,49,54,51
3,2,2,2,32,1,10,5,10,1,1,15,Visual art technology,MY,21,17,19
3,3,2,2,24,1,10,1,10,1,1,2,Civil engineering,ID,23,22,33
4,2,2,2,31,1,10,1,10,1,1,3,English ,MY,21,24,20
3,2,2,2,20,1,10,5,70,2,1,4,Science ,MY,32,30,33
3,1,2,1,21,1,10,4,20,2,1,3,Nursing,MY,20,20,22
3,3,2,2,21,1,10,1,10,2,1,3,Hotel management,MY,18,21,20
3,3,2,2,34,1,12,5,10,1,2,5,Psychology,MY,22,20,20
3,2,2,2,20,1,10,1,10,2,1,4,Psychology,MY,34,37,35
3,3,2,1,22,1,10,1,10,2,1,4,Human Resource,MY,23,20,22
3,3,2,2,25,1,10,1,70,1,1,3,English ,MY,21,21,19
3,3,1,2,22,1,2,1,60,2,1,2,Medicine,MX,29,29,35
3,2,2,2,53,1,10,1,10,1,2,6,Psychology,MY,22,16,18
3,3,2,2,21,1,10,1,10,2,1,6,culinary arts,MY,46,52,42
2,2,2,1,17,1,4,1,10,2,1,4,,GU,47,46,49
3,3,2,2,18,1,10,1,10,2,1,3,Science Agriculture ,MY,39,36,37
3,2,2,2,19,1,10,1,10,2,1,5,Laws,MY,15,15,15
3,2,2,1,26,1,7,1,60,1,1,2,psychology,US,23,20,23
3,2,2,2,18,1,10,1,70,2,1,5,science,MY,35,31,33
4,2,2,2,30,2,10,4,10,1,2,6,Processe engineeing,MY,23,25,23
3,1,2,2,19,1,10,5,10,2,1,7,Dental therapy ,MY,34,27,34
4,2,2,1,24,1,10,4,70,2,1,6,Civil engineering,MY,32,30,33
3,3,2,2,27,1,10,1,10,1,1,6,banking and finance ,MY,35,36,36
1,3,2,2,16,1,10,5,10,2,1,4,,MY,50,45,51
3,3,2,2,17,1,10,1,10,1,1,5,Accounting,MY,29,29,33
3,3,2,2,21,2,10,5,10,2,1,3,Secretarial science,MY,33,27,27
3,3,2,2,24,1,10,1,70,1,1,5,Economics,MY,27,26,24
2,3,1,2,41,1,1,1,60,1,1,1,,DE,38,31,34
3,3,2,2,18,1,4,1,70,2,1,3,psychology,US,35,30,34
4,3,2,1,27,1,4,2,60,1,2,3,Psychology,DE,20,17,21
3,3,2,2,26,1,6,3,10,2,1,4,Culinary arts ,MY,34,31,35
3,3,1,2,23,1,4,1,70,1,1,2,Engineering,MX,36,27,29
3,3,2,2,22,1,10,5,10,2,1,4,nursing,MY,19,18,16
3,3,2,1,20,1,12,1,60,1,1,2,Education,US,31,36,32
1,1,2,1,13,1,4,5,60,2,1,2,,US,53,53,50
2,3,2,1,19,1,10,2,10,2,1,0,,MY,42,41,39
3,3,2,1,35,1,7,1,60,1,2,3,Kinesiology,US,27,24,28
3,2,2,1,24,1,12,1,60,1,1,4,Counselling,GB,22,18,18
2,3,2,2,22,2,4,1,60,1,1,2,,IT,28,32,29
1,3,2,1,15,1,2,2,60,2,1,0,,GB,46,48,49
1,3,2,2,16,1,10,2,10,2,1,5,,GB,49,50,49
2,3,2,2,25,1,10,5,10,2,1,6,,MY,42,38,43
3,2,2,1,19,1,1,1,60,2,1,2,film,US,38,36,41
3,3,1,2,24,1,10,1,60,2,1,2,Law school,NONE,34,28,30
4,1,2,2,20,1,10,5,10,2,1,2,Commerce,US,40,36,44
1,2,2,1,16,1,6,1,60,2,1,4,,US,38,33,36
3,3,2,2,22,1,10,3,70,1,1,4,finance ,MY,46,40,41
3,1,2,2,23,2,10,5,10,2,1,4,Psychology,MY,30,32,32
3,3,2,2,18,1,10,1,10,2,1,6,Psychology,MY,31,28,28
3,3,2,1,15,1,10,3,10,2,1,4,none,US,45,31,43
3,1,2,1,20,1,6,1,60,2,1,2,Health and social care ,GB,42,37,37
3,3,2,2,20,1,10,4,70,2,1,4,Computer Science,MY,41,36,50
2,3,2,1,15,1,7,1,70,2,1,1,,US,46,44,48
3,1,2,2,14,1,2,5,10,2,1,3,Phycology ,ID,32,32,29
1,2,2,1,17,1,12,5,60,2,1,4,,US,40,40,42
1,3,2,1,19,1,12,2,60,2,1,3,,GB,49,49,52
2,1,1,1,28,1,6,1,60,2,1,1,,US,37,39,38
2,3,2,2,19,1,10,1,10,2,1,6,,MY,42,36,39
3,2,2,2,20,1,10,1,10,2,1,5,accounting ,MY,50,44,45
3,3,2,2,23,1,10,1,10,2,1,0,Microbiology,MY,42,44,49
3,2,1,2,22,1,10,1,10,2,1,3,Arts and Design ,MY,17,19,19
3,3,2,2,18,1,10,2,70,2,1,6,Laq,MY,39,39,44
3,3,2,2,26,0,10,2,10,2,1,6,Law,MY,46,48,52
3,3,1,2,18,1,1,1,10,2,1,2,Biotechnology,ID,36,30,34
2,3,2,1,17,1,10,5,10,2,1,7,,MY,22,22,21
4,1,2,2,35,1,10,1,10,2,1,4,Law,MY,28,27,25
1,3,2,1,46,1,4,1,10,2,1,4,,US,48,41,45
3,3,1,1,18,0,10,3,10,2,1,4,Accounting,MY,51,52,47
3,3,2,1,19,1,10,5,70,2,1,3,english,MY,38,36,36
3,1,2,1,22,1,1,3,60,2,1,2,public health and science,CA,25,25,28
3,3,2,2,20,1,10,2,10,2,1,7,networking,MY,43,44,41
3,1,2,1,24,1,10,5,10,2,1,3,Event management,MY,39,43,40
1,3,2,1,17,1,10,5,10,2,1,4,,MY,34,30,28
3,2,2,2,37,1,2,1,60,2,1,3,Psychology,SE,22,20,22
4,1,2,2,33,1,10,5,10,1,2,6,Politics,MY,31,32,34
3,2,2,2,28,1,10,1,10,1,1,3,Economics,MY,34,38,45
2,2,2,2,15,1,10,2,10,2,1,3,,MY,48,50,49
3,2,2,2,22,1,10,1,10,1,1,7,Medical assistant,ID,40,42,37
3,2,2,2,21,1,10,1,10,2,1,7,Environmental engineering ,NONE,55,56,56
4,2,2,2,24,1,10,1,10,2,2,4,Political,MY,29,31,30
4,2,1,1,48,1,1,1,60,1,2,2,law,US,21,22,22
3,3,2,1,20,1,2,1,60,1,1,2,Psychology,US,17,16,17
3,2,2,2,32,2,10,5,70,2,2,8,tourism,MY,33,27,29
4,2,2,2,25,1,10,1,10,1,2,7,English ,MY,24,30,30
3,2,2,1,21,2,1,1,60,1,1,1,Microbiology ,US,30,26,25
3,3,2,2,23,1,4,2,30,1,1,3,Physics,LK,49,49,48
3,3,2,1,20,1,4,1,60,1,1,2,Human Geography ,GB,25,30,26
3,3,2,1,43,2,7,1,50,1,2,1,Accounting,US,48,43,46
3,3,2,2,27,1,10,1,10,2,2,6,Business,MY,31,26,29
2,3,2,2,19,1,10,2,10,2,1,5,,MY,54,50,51
3,3,2,2,40,1,10,1,10,1,3,7,Finance,MY,14,14,14
4,1,1,1,48,1,6,1,60,1,2,2,Finance,US,20,17,18
3,3,1,2,20,1,10,2,10,2,1,5,Culinary arts,MY,33,29,37
1,1,1,2,15,1,4,1,10,2,1,3,,MY,30,27,32
2,1,2,2,19,1,10,4,10,2,1,3,,MY,42,39,49
1,3,2,2,16,1,10,1,20,2,1,2,,US,40,30,35
3,1,2,2,29,1,10,1,10,1,2,7,Banking,MY,36,38,36
3,2,1,1,56,1,12,1,60,2,2,2,History,GB,47,46,47
4,3,1,1,26,3,12,2,70,2,2,2,Biology,US,42,47,44
3,2,2,2,21,1,10,4,10,2,1,6,business,MY,44,46,49
4,3,2,2,24,1,10,1,10,2,1,3,Management,MY,38,29,36
1,3,2,1,14,1,4,2,10,2,1,2,,US,54,52,56
3,2,2,2,22,1,10,1,10,2,1,4,BS,MY,50,44,48
3,3,2,2,18,1,10,4,70,2,1,9,science,MY,18,20,17
4,2,1,2,26,1,10,2,10,2,1,3,Social science,MY,30,27,31
2,3,2,2,19,1,10,1,10,2,1,4,,MY,41,36,40
3,3,2,1,27,2,10,1,10,1,1,6,Interior Design,MY,31,29,32
3,2,2,2,20,1,10,3,10,2,1,6,Pharmacy,MY,19,16,21
3,3,2,2,21,1,10,4,10,2,1,2,PHYSICS,MY,31,30,29
3,3,2,2,20,1,10,2,10,2,1,3,Electrical engineering,MY,28,23,27
2,3,2,2,16,1,10,5,10,2,3,3,,MY,52,45,48
3,3,2,1,15,1,2,1,70,2,1,3,Psychology ,US,54,41,49
4,1,2,2,26,1,4,1,10,1,2,1,information technology,PH,45,44,38
3,1,2,2,19,1,10,1,10,2,1,4,Science ,MY,36,31,38
2,3,2,2,15,1,4,1,60,2,1,3,,US,40,39,46
3,3,2,2,18,1,10,5,10,2,1,2,Economy,MY,44,31,34
4,2,1,1,30,3,5,1,60,1,2,1,Medicine,US,50,45,47
2,1,2,1,57,1,4,1,60,1,3,5,,US,44,33,42
3,2,2,2,18,1,10,5,70,2,1,4,Business Studies,MY,44,44,46
3,3,2,2,24,2,10,1,10,2,2,5,interior designer ,NZ,39,42,42
4,3,1,2,21,1,4,2,10,2,1,2,Commerce,NONE,32,35,28
2,2,2,2,48,2,10,1,10,1,2,5,,MY,17,19,21
3,1,2,2,18,1,4,2,60,1,1,3,Law,HR,30,29,32
3,3,2,2,21,2,10,1,10,2,1,4,,MY,39,24,25
4,3,2,1,20,1,10,5,70,2,1,7,Art management,MY,23,19,24
4,3,2,1,19,3,10,3,10,2,1,5,Law,MY,42,43,36
3,1,2,2,19,2,4,1,10,2,1,1,Statistics,PH,49,46,48
2,2,2,1,34,1,2,1,60,2,1,3,,US,26,25,29
2,1,2,2,20,0,10,4,10,2,1,4,,MY,36,36,40
4,3,2,1,30,1,4,2,10,1,1,2,Psychology ,MY,38,34,33
3,3,2,2,16,1,10,1,10,2,1,3,English,MY,44,43,43
2,2,2,2,22,1,12,5,10,1,1,2,,MY,35,31,39
2,1,2,1,43,1,7,1,60,1,3,2,,US,39,40,41
2,3,2,2,17,2,10,1,10,2,1,1,,MY,43,39,45
3,3,2,1,20,1,12,1,60,2,1,3,psychology,US,38,31,27
3,2,1,2,18,1,2,3,60,2,1,0,Psychology,BG,43,36,41
2,1,2,2,17,1,1,1,10,2,1,2,,HK,31,27,30
4,3,2,2,39,1,10,2,10,1,2,4,education,MY,30,31,29
3,3,2,2,19,1,10,5,10,2,1,3,Early Childhood Education,MY,33,36,36
2,1,1,2,25,1,1,1,10,2,1,4,,MY,36,35,37
3,3,2,1,21,1,10,5,10,2,1,7,mechanical engineering,MY,27,31,30
3,1,2,2,23,1,10,5,70,2,1,8,Accounting ,MY,42,49,43
2,2,1,1,22,2,1,1,60,2,1,3,,US,33,26,27
3,3,1,2,22,1,10,1,10,2,1,6,Mechatronic,MY,41,39,46
4,3,2,2,28,2,12,1,10,1,2,5,Engineering ,MY,38,36,33
4,2,2,2,28,1,2,1,60,1,1,3,neuroscience,NO,18,14,20
2,3,2,2,31,1,2,2,60,2,2,2,,DE,28,34,32
3,2,2,2,21,1,10,1,10,2,1,6,English,MY,30,33,38
3,3,1,2,18,1,1,1,10,2,1,3,Law,ID,47,43,48
3,3,1,2,25,1,4,2,70,1,1,1,lawyer,PE,21,14,26
3,2,2,2,17,1,10,1,10,2,1,2,Psychology ,MY,35,33,36
2,3,2,1,19,1,12,2,10,2,1,1,,SG,35,30,39
2,2,2,2,19,1,10,1,10,2,1,4,,MY,43,42,40
3,2,2,2,20,2,4,1,10,2,1,3,Food technology,PH,38,40,43
3,2,2,1,41,1,7,2,60,2,3,4,Pharmacy,US,41,42,43
2,3,2,1,20,1,12,5,60,2,1,1,,US,51,51,47
3,2,1,2,23,1,10,1,10,2,1,4,Computer Science,BN,38,33,37
2,3,2,1,34,1,6,2,60,2,1,3,,US,31,30,27
2,3,1,2,17,1,1,1,70,2,1,2,,US,17,15,19
3,3,2,1,26,1,10,1,10,1,1,9,Accounting,MY,45,43,49
3,2,2,2,19,1,10,1,10,2,1,4,Law,MY,23,20,22
2,2,2,2,15,1,3,2,10,2,1,5,,US,38,31,36
3,2,2,2,20,1,10,5,10,2,1,0,Microbiology,MY,35,44,41
2,3,2,2,19,1,10,5,10,2,1,2,,MY,24,22,26
3,2,1,2,27,1,10,1,10,1,1,4,Computer,MY,32,29,30
3,2,1,2,38,1,3,4,10,1,2,5,Biotechnology,US,35,35,36
3,2,2,2,26,1,2,1,60,1,1,2,literature,IT,33,35,40
1,3,2,1,15,1,12,3,50,2,1,2,,US,53,54,53
2,3,2,2,17,1,10,1,10,2,1,6,,MY,31,25,28
3,2,2,2,21,1,10,2,10,2,1,5,Human health,MY,39,35,35
3,2,2,2,35,1,10,1,10,1,1,2,Accounting,MY,34,36,39
3,1,2,2,22,1,10,1,70,2,1,4,English,MY,31,28,30
3,2,2,2,28,1,10,1,70,2,1,6,account and finance,MY,37,42,42
3,3,1,2,27,1,2,1,60,2,1,2,"Engineering, Japanese Language, Psychology",PL,44,41,50
3,2,2,1,19,1,1,5,60,2,1,3,Ceramics ,US,39,36,38
1,3,2,1,23,1,4,1,60,2,1,3,,GB,48,46,50
4,1,2,2,32,1,3,3,10,1,2,4,Science ,MY,24,17,23
4,3,2,2,29,1,10,1,10,2,1,3,Marine engineering ,MY,35,33,38
1,1,2,1,16,2,12,1,60,2,1,3,,US,35,27,35
3,3,2,1,16,1,10,5,10,2,1,6,psychology,MY,56,54,56
3,2,1,1,19,1,6,1,60,2,1,4,Religion,US,41,40,41
2,3,1,1,18,1,7,1,60,2,1,4,,CA,36,33,30
2,2,2,1,48,1,4,2,60,2,3,5,,US,20,19,16
3,3,2,2,34,1,10,1,10,1,2,5,Computer science,MY,42,44,49
3,3,2,1,24,1,10,1,10,1,1,5,psychology,MY,28,28,28
2,3,2,2,19,1,10,1,10,2,1,4,,MY,48,42,40
1,3,2,1,15,1,10,1,70,2,1,2,,NONE,45,40,44
3,3,2,1,19,1,10,1,10,2,1,4,Media,MY,48,43,45
3,1,1,1,23,1,2,1,60,2,1,2,Political science,CA,23,24,23
4,3,2,2,21,1,10,5,10,2,1,4,Management,MY,53,51,53
3,2,2,2,24,1,10,3,10,1,1,5,law,MY,42,36,44
1,3,2,1,17,0,10,2,10,2,1,1,,MY,34,33,30
1,2,2,2,13,1,12,2,60,2,1,3,,US,56,55,56
2,1,2,2,21,1,10,1,10,2,1,4,,MY,45,47,49
3,3,2,2,24,1,10,5,70,2,1,2,Administration,MY,36,39,33
3,3,2,2,16,1,10,1,10,2,1,4,TESL,MY,32,28,34
3,2,2,2,23,1,10,1,10,2,1,3,science mathematics ,MY,39,29,39
3,2,2,2,27,1,10,1,10,1,1,5,Real Estate,MY,22,24,22
3,3,2,2,18,2,10,5,10,2,1,6,business,MY,52,40,47
3,3,2,1,21,1,12,5,60,1,1,1,philosophy,NONE,33,27,27
3,4,2,1,29,1,10,1,10,1,2,4,pharmacy,MY,21,21,17
2,2,2,2,21,1,10,1,10,2,1,5,,MY,45,36,46
3,3,2,2,22,2,10,5,10,2,1,8,Social science,MY,52,52,55
1,2,2,1,17,1,6,5,60,2,1,3,,GB,44,39,41
3,1,2,2,15,1,7,5,70,2,1,5,Music,MY,50,49,52
3,2,2,1,25,1,2,1,10,1,2,2,software engineering,CA,27,27,27
4,1,2,1,44,1,2,1,60,1,3,4,Computer science ,US,18,17,19
1,2,1,1,38,1,1,1,60,2,2,4,,AU,36,32,30
3,2,1,1,22,1,2,1,60,1,1,3,geography,US,29,28,32
1,2,2,1,16,1,7,2,60,2,1,2,,US,34,30,31
3,2,2,2,19,1,2,5,60,2,1,2,biology,PT,45,37,44
3,3,3,1,19,1,7,1,20,2,1,2,,LB,36,37,33
1,3,3,1,16,1,3,2,60,2,1,3,,US,46,41,45
3,1,2,1,38,1,4,1,60,2,3,2, medical,CA,35,33,33
4,2,2,2,32,1,10,1,10,2,2,9,English,NZ,29,25,27
4,2,2,1,35,1,10,1,10,1,2,4,accounting,MY,45,40,42
3,2,2,2,19,1,10,1,10,2,1,4,Land Administration ,MY,20,26,24
4,2,2,2,26,2,10,1,20,2,3,2,It,FR,34,36,35
3,2,2,2,21,1,1,1,60,2,1,2,marketing,BE,31,32,31
3,3,2,2,21,2,10,1,70,2,1,5,Education,MY,27,26,29
3,2,2,2,19,1,10,1,10,2,1,9,ENGLISJ,MY,29,30,27
3,1,2,2,23,1,10,4,10,2,1,3,Medical,MY,18,15,17
3,3,2,2,22,1,10,5,10,2,1,8,Business,MY,46,44,50
3,3,2,1,24,1,10,5,10,1,1,4,accounting,MY,15,19,19
2,1,3,1,14,1,2,5,60,2,1,6,,GB,48,47,48
3,3,2,2,21,1,10,1,10,2,1,5,Biochemical Engineering,MY,36,35,36
3,3,1,1,29,2,1,1,10,1,1,3,Law,MY,44,40,46
3,2,2,2,24,2,10,1,10,2,1,5,Education ,MY,44,40,42
3,2,2,2,20,1,10,1,10,2,1,4,Pharmacy,MY,47,41,49
3,3,1,2,27,1,7,1,10,1,1,2,,MY,43,43,43
3,3,2,2,24,1,10,1,70,1,1,3,,MY,53,47,51
1,2,2,2,15,1,10,1,10,2,1,3,,MY,35,36,34
3,1,2,2,22,1,10,5,10,2,3,5,health sciences,MY,24,26,23
3,2,2,2,29,3,10,1,70,2,1,4,Psychology,BN,19,20,22
3,2,2,2,20,1,10,4,10,2,1,3,Psychology,MY,50,48,52
1,2,3,1,14,1,6,1,30,2,1,1,,US,43,40,45
3,3,2,2,28,1,10,5,70,1,2,2,microelectronic eng,MY,21,22,19
3,3,2,2,21,1,10,1,10,2,1,3,Hotel management,MY,23,24,23
4,3,2,2,25,1,4,1,10,2,1,2,BIOMEDICAL SCIENCE,MY,24,21,21
2,3,2,2,18,1,10,1,10,2,1,10,,MY,17,16,17
4,2,2,2,29,1,10,1,10,1,1,2,art,MY,39,39,43
3,2,1,2,20,3,1,4,10,2,1,0,Life Science,HK,41,42,46
3,2,2,1,20,1,1,2,30,1,1,3,sociology,US,39,35,37
3,3,2,2,22,1,10,1,70,2,1,5,Education ,MY,21,19,22
2,2,2,2,17,1,8,2,10,2,1,0,,CA,32,30,32
3,2,2,2,19,3,10,1,10,2,1,3,Computer Science,NZ,42,37,38
3,2,2,2,37,1,10,1,10,1,1,6,IT,MY,33,33,33
1,2,2,1,13,1,3,3,60,2,1,1,,US,43,37,38
4,3,2,2,28,1,10,1,10,1,1,4,Mathematics,MY,52,44,52
3,3,1,2,23,3,10,2,10,1,1,7,Multimedia ,MY,40,41,43
3,1,1,1,20,1,10,3,10,2,1,6,Accounting,MY,37,41,43
2,3,2,1,17,1,10,1,10,2,1,4,,MY,39,38,37
3,3,2,2,30,1,10,2,10,1,1,4,Interpersonal Communication,MY,49,43,43
3,2,2,1,23,1,1,2,60,1,1,3,Biology,US,26,26,34
4,4,2,1,23,2,10,5,10,2,1,5,,MY,39,36,41
1,3,2,2,16,1,10,3,10,2,1,5,,MY,23,24,25
4,1,2,2,22,1,4,1,30,1,1,4,Language,FR,41,48,44
3,2,2,2,16,1,10,1,20,2,1,0,Entirior designing,MY,30,29,36
1,3,2,1,17,1,4,2,60,2,1,3,,US,28,32,25
3,3,1,2,21,1,10,1,70,2,1,3,Electrical engineering ,MY,30,28,31
3,1,2,2,18,1,10,1,10,2,1,4,sciences computer,MY,16,16,17
3,2,2,1,17,1,10,4,10,2,1,6,Physics,MY,54,53,55
2,1,1,2,21,1,1,2,60,1,1,3,,FR,40,38,45
3,3,2,2,15,1,10,1,10,2,1,4,multimedia,MY,21,28,30
3,2,2,2,29,2,10,4,10,1,2,4,english,MY,43,38,42
3,3,2,2,20,1,6,1,10,2,1,3,Psychology,ID,33,35,41
1,2,2,1,15,1,2,4,60,2,1,3,,US,22,19,24
3,2,1,1,26,1,1,1,60,1,1,3,Biology,US,27,24,28
2,1,2,2,18,1,2,5,60,1,1,3,,DE,22,21,24
3,3,2,2,35,1,10,2,70,2,2,6,Administration ,MY,48,42,48
4,3,1,2,23,1,2,1,10,1,1,2,Civil Engineering,IN,22,21,19
3,3,2,2,26,1,10,1,10,2,1,3,Dentistry,MY,38,37,38
3,2,2,2,23,1,10,4,10,1,1,4,Technology Management,MY,38,33,37
3,3,2,1,22,1,10,1,10,1,1,3,Human resource ,MY,30,29,28
2,3,2,1,38,0,7,1,10,1,3,3,,CA,19,18,18
3,3,2,2,20,2,10,1,10,2,1,3,Science,MY,39,40,44
3,3,1,1,24,2,3,1,10,2,2,3,Business,SG,23,16,20
3,3,2,2,19,1,10,1,10,2,2,7,Psychology,NONE,34,32,40
3,1,2,1,31,1,4,1,60,1,2,3,Nursing,US,19,20,18
3,1,2,2,22,1,10,5,10,2,1,4,Sports science,MY,32,32,34
3,2,2,2,19,1,6,1,60,1,1,3,IT,CZ,35,37,38
3,3,2,1,57,1,6,1,60,2,2,5,Business,US,40,38,35
