education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,country,depression_total_score,anxiety_total_score,stress_total_score
3,3,2,2,17,1,10,4,10,2,1,6,architecture ,MY,46,40,46
3,1,2,2,23,1,4,2,10,1,1,4,Psychology,US,37,39,39
3,2,2,1,24,1,7,1,60,1,1,2,"psychology, history, rhetoric ",US,27,21,20
3,3,2,2,30,1,4,1,10,2,1,3,,PH,27,29,31
3,1,1,1,21,1,1,3,60,2,1,2,"college, I.T",GB,31,36,41
1,1,2,2,21,2,10,5,10,1,2,0,,BN,29,26,25
3,3,2,2,25,2,10,1,10,1,1,3,Business admin,MY,21,20,21
4,2,1,2,23,1,10,1,70,2,1,5,electronic engineering,MY,25,16,22
4,3,2,2,25,1,10,1,10,2,1,5,Performing Arts,MY,29,26,28
3,1,2,2,22,1,10,4,10,1,1,4,English literature,MY,14,18,16
3,2,2,2,20,1,10,5,10,2,1,3,early childhood education,MY,37,41,39
1,2,2,2,17,1,4,1,60,2,1,2,,PL,22,21,24
3,2,2,2,23,1,10,1,10,2,1,1,Literature,ID,20,22,19
4,3,2,1,25,1,1,2,60,1,1,4,Education,US,30,25,28
2,3,2,2,20,1,10,4,10,2,1,4,,MY,48,47,43
3,3,1,1,22,2,12,1,10,1,1,2,engineering,GB,31,27,29
3,1,2,2,18,1,10,4,10,2,1,4,Business,MY,15,17,19
2,3,3,1,19,1,1,5,60,1,1,2,,GB,29,26,30
3,2,1,1,29,1,1,1,60,1,2,2,psychology,US,26,22,24
1,2,2,2,16,1,10,4,10,2,1,4,,MY,16,18,14
3,3,2,2,23,1,10,1,10,1,1,2,Biology,ID,22,19,27
3,2,2,1,34,1,7,1,60,2,3,3,Human Resources,US,22,23,26
4,3,2,2,26,1,10,1,10,2,1,0,Medical ,MY,24,17,27
3,1,1,2,21,1,10,1,10,2,1,2,business,MY,24,19,23
3,3,2,2,28,1,10,5,10,2,1,3,Tourism management ,MY,48,41,44
4,2,2,2,34,1,10,1,10,1,1,4,English,MY,39,35,35
1,3,2,2,14,1,4,4,70,2,1,2,,US,50,46,47
3,3,2,2,19,1,10,1,10,2,1,4,Mathematics,MY,16,15,16
4,2,2,2,43,1,10,5,10,1,2,5,English,MY,32,27,25
3,2,2,1,26,3,12,2,60,1,1,1,Information Technology,NONE,23,29,28
3,2,2,1,41,1,4,1,60,1,2,7,Education ,US,36,34,39
3,3,2,1,21,1,10,5,10,2,1,3,Culinary,MY,45,42,45
4,3,2,2,31,1,10,1,10,2,1,6,Accounting,MY,33,30,32
3,2,2,1,25,1,2,3,60,1,1,4,art,US,47,46,46
2,3,2,1,19,1,10,5,10,2,1,4,,MY,30,30,31
3,1,2,2,24,1,10,1,10,1,1,6,Audiology,MY,23,26,32
2,1,2,2,19,1,10,5,10,2,1,5,,MY,33,39,37
3,3,2,1,23,1,10,1,10,1,1,3,Psychology,MY,26,22,24
3,2,2,2,22,1,10,5,10,2,1,3,Mech engineering ,MY,24,19,23
3,2,2,2,18,1,10,1,10,2,1,3,Science,MY,21,17,21
3,3,2,2,22,0,10,5,10,2,1,3,,MY,21,24,24
4,3,2,2,18,1,2,3,60,2,1,3,psychology,FR,40,37,43
2,3,1,1,16,1,1,3,60,2,1,2,,US,56,56,56
3,1,2,2,20,1,10,4,10,2,1,2,microelectronics engineering,NONE,56,54,53
1,2,2,1,13,3,12,1,70,2,1,0,,US,53,51,51
4,3,2,2,22,1,8,1,60,1,1,2,Engish,IN,35,39,33
3,1,2,2,20,1,10,5,10,2,1,4,English,MY,17,14,16
3,2,2,1,30,1,1,1,60,2,1,1,Film,US,33,37,35
4,3,2,2,26,3,10,1,10,1,1,4,medicinrme,MY,16,21,18
1,2,1,2,17,1,2,3,60,2,1,2,,BA,36,38,42
4,3,1,1,33,1,5,2,60,1,3,3,"Computer Science, Biochemistry",US,31,33,27
1,2,1,1,15,2,6,1,30,2,1,4,,US,18,17,21
3,2,2,2,19,1,10,1,10,2,1,2,business,MY,40,31,36
3,2,1,2,20,2,10,1,10,2,1,5,,MY,29,32,27
3,3,2,2,28,1,10,3,10,2,3,3,nursing,MY,38,37,40
3,3,2,2,19,2,10,1,10,2,1,4,Business Administration,MY,16,15,16
3,2,1,2,21,1,10,2,10,2,1,3,Management,MY,27,27,32
3,3,2,2,25,1,10,1,10,1,1,5,Business,MY,38,42,36
3,1,2,2,21,1,10,5,10,2,1,3,Mathematics,MY,21,18,16
3,2,2,1,19,1,2,1,10,2,1,1,medicine,AU,43,40,41
3,3,2,2,21,1,10,5,10,2,1,4,Computer science ,MY,30,35,36
3,2,2,1,19,1,10,1,10,2,1,4,Engineering,MY,43,35,37
4,2,2,1,22,1,10,4,70,2,1,6,business ,MY,33,28,27
3,2,2,1,28,1,1,2,60,1,3,3,Criminal justice,US,51,47,42
1,3,2,1,16,1,7,2,60,2,1,2,,US,44,47,50
4,1,1,2,40,1,6,5,60,1,1,2,engineering,DE,20,19,19
3,3,2,2,15,1,4,3,70,2,1,3,psychology ,US,35,33,42
2,3,2,2,17,1,1,1,60,2,1,1,,MX,30,29,39
3,1,1,2,19,1,10,1,10,2,1,7,Music,MY,35,32,35
4,1,1,2,26,1,4,1,10,2,1,4,Electrical,PH,27,19,17
2,3,2,2,16,1,10,1,10,1,1,2,,ID,44,39,42
4,1,1,1,45,1,12,3,70,2,3,3,Drama,HK,18,15,17
3,3,2,2,23,1,10,2,10,1,1,3,Accounting ,MY,48,52,48
4,2,2,2,27,1,1,1,60,2,1,1,Architecture,RS,28,23,29
3,2,2,2,24,1,10,2,10,2,1,2,Psychology,MY,35,36,33
3,1,2,1,19,1,10,1,10,2,1,2,law,MY,39,38,48
3,2,2,1,20,1,7,4,30,2,1,2,Communication ,JM,46,33,46
4,1,2,2,29,1,10,1,10,1,1,5,Architecture,MY,25,24,26
3,3,2,1,29,1,12,2,10,2,1,2,,HK,20,19,21
1,3,2,2,15,1,2,1,60,2,1,2,,PL,44,47,47
2,2,2,1,18,1,8,1,10,2,1,2,,US,32,26,30
3,2,2,1,22,1,6,1,60,2,1,2,Biology,US,31,32,30
4,2,2,2,29,1,10,1,10,1,2,5,Anthropology ,MY,15,15,16
3,3,2,2,22,1,10,1,10,1,1,7,Civil engineering ,MY,31,32,31
3,3,2,2,22,1,10,5,10,2,1,4,Halal industry management,MY,33,29,29
3,1,2,2,22,1,10,5,10,1,1,7,Computer science,MY,23,19,23
2,1,1,1,14,3,12,5,60,2,1,4,,US,54,54,56
3,2,2,2,22,1,10,1,10,1,1,5,Psychology,MY,30,32,36
2,3,1,2,17,1,2,2,70,2,1,1,,US,38,31,35
3,1,2,2,29,1,10,1,10,2,1,5,art,MY,50,46,47
3,4,2,2,13,1,10,5,10,2,2,3,engineering,MY,36,34,37
3,3,2,2,23,1,12,1,70,2,1,3,Communication,MX,42,34,39
3,3,2,2,20,1,10,3,10,2,1,10,technology engineering,MY,47,36,45
3,2,1,2,20,1,10,1,10,2,1,4,business,MY,25,15,20
1,2,2,2,16,1,4,3,60,2,1,1,,DE,38,32,32
2,3,2,2,17,1,10,3,70,2,1,6,,MY,25,30,21
3,3,1,2,33,1,12,1,10,1,2,1,psychology,VN,14,15,14
3,2,2,2,19,1,10,1,10,2,1,3,Creative Multimedia ,MY,30,26,32
3,3,2,2,16,1,10,5,10,2,1,6,medical ,MY,25,23,28
2,3,3,1,16,1,10,5,70,2,1,3,,MY,38,42,36
2,3,2,2,22,1,10,5,10,1,1,2,,MY,36,27,32
4,2,2,2,24,1,10,1,10,1,1,3,English,MY,43,38,39
3,3,2,2,20,1,1,2,10,2,1,1,Psychology,NONE,35,26,37
2,2,2,1,16,1,2,1,60,2,1,4,,GB,52,47,54
3,3,2,2,20,2,10,1,10,2,1,6,chemistry,MY,33,34,34
2,1,2,1,19,1,1,1,60,2,1,1,,US,21,23,22
4,1,2,2,26,1,10,1,70,2,2,4,construction,MY,26,25,23
3,2,2,2,25,1,10,1,10,1,1,9,Accountancy ,MY,23,15,17
1,3,2,2,19,1,10,2,10,2,1,2,,BD,54,52,54
2,4,2,1,15,1,0,5,60,0,1,5,,US,40,41,42
3,3,2,2,22,1,2,1,10,2,1,3,Pharmacy,MY,25,31,32
2,1,2,2,18,1,10,1,10,2,1,6,,MY,52,44,50
3,3,2,2,19,1,10,1,10,2,1,0,Medical,MY,48,49,46
3,2,2,2,23,1,10,5,10,1,1,4,Medicine,MY,26,20,27
3,1,1,1,27,1,2,1,60,2,1,2,Computer Science,US,34,36,39
2,3,2,1,43,1,2,1,60,1,2,3,,CA,18,17,16
2,2,1,1,32,1,7,2,60,1,2,4,,US,35,34,31
1,3,2,1,15,1,0,2,60,2,1,3,,US,29,23,33
3,2,1,2,20,2,7,1,60,2,1,1,sofver engineering,RS,16,15,17
4,1,2,2,26,1,10,1,10,1,1,6,Medical ,MY,43,37,42
3,1,2,2,20,1,10,5,10,2,1,3,engineering technology,MY,48,44,50
3,3,1,2,20,1,10,1,10,2,1,2,Multimedia,MY,39,30,38
2,1,1,2,21,1,12,4,60,1,1,2,,FR,29,27,30
3,3,2,2,18,1,10,5,10,2,2,0,Accounting ,MY,44,37,41
3,2,2,2,17,1,10,1,10,2,1,0,Student at high school,ID,26,28,28
2,3,2,2,21,1,10,5,10,2,1,3,,MY,28,25,27
3,1,2,1,22,1,10,5,10,2,1,4,Accounting ,MY,21,18,19
3,3,2,2,20,1,10,1,10,2,1,5,psychology,MY,25,28,23
3,2,3,1,26,2,1,5,60,2,2,3,,US,45,42,42
3,2,2,1,21,1,1,4,60,1,1,2,Art,US,52,45,52
4,3,2,1,22,1,10,2,10,2,1,5,Physics,MY,39,34,36
4,2,2,1,40,1,7,2,30,1,2,4,,US,41,46,33
3,2,2,2,20,1,10,5,10,2,1,9,human resource ,MY,28,23,23
2,2,1,1,45,1,7,1,60,2,1,4,,US,30,28,32
2,1,3,1,26,1,6,2,60,2,1,2,,US,30,25,31
3,3,2,2,21,1,10,1,10,2,1,5,Statistics ,MY,50,46,54
3,3,2,1,22,1,4,1,60,2,1,3,psychology,US,32,28,28
3,2,2,1,19,1,10,1,10,2,1,3,Insurance,MY,38,37,40
1,3,2,1,14,1,2,5,60,2,1,2,,GB,27,23,33
3,2,2,2,19,1,10,1,10,1,1,3,Law,ID,22,23,27
4,2,2,1,28,1,6,1,60,1,2,2,,AU,19,21,17
3,2,2,2,23,1,10,5,70,1,1,0,Business,NZ,22,32,34
3,1,2,1,19,1,7,1,60,2,1,2,criminology ,GB,36,39,37
3,2,1,1,20,2,1,1,60,1,1,4,Ecology,US,24,22,22
3,2,2,1,21,2,2,1,60,1,1,3,"Spanish, psychology",US,42,42,40
3,1,2,2,24,1,10,5,10,1,2,5,psychology,MY,25,23,23
2,3,2,2,15,1,10,1,10,2,1,3,,MY,50,42,51
3,2,2,2,21,1,10,1,10,2,1,4,Civil engineering ,MY,32,24,30
3,3,2,1,21,1,10,3,10,2,1,3,Engineering Entrepreneurship,MY,19,19,21
2,2,2,1,18,1,10,4,10,2,1,2,,MY,40,39,39
4,3,2,2,43,1,10,1,30,1,2,2,Science ,AU,33,38,35
2,3,2,2,21,1,10,2,20,2,1,5,,EG,41,44,46
3,3,2,2,23,1,10,1,10,0,1,3,Law,MY,35,31,35
4,3,2,2,24,1,7,5,10,2,1,4,Information Technology,QA,50,50,51
3,1,2,2,20,1,10,5,10,2,1,4,Business,MY,28,29,25
3,2,2,2,21,1,10,1,10,2,1,3,Biotechnology,MY,46,43,46
3,2,2,2,19,1,3,1,10,1,1,3,Agronomy,TW,33,21,25
3,2,3,2,28,1,3,1,60,2,1,2,Graphic Design,GB,36,34,35
3,3,2,1,19,1,10,1,10,2,1,4,Business ,MY,37,36,36
3,2,2,2,20,1,10,1,10,2,1,3,Interactive Media,MY,31,24,36
3,2,2,1,21,1,2,1,60,1,1,2,Chemistry ,US,24,21,22
3,1,2,1,21,1,10,1,10,2,1,11,Dentistry,US,24,25,29
3,3,2,2,27,1,7,1,60,2,1,1,International Relations,RU,35,31,34
3,2,1,2,27,2,10,2,10,1,1,6,Chemical Sciences,MY,50,40,49
2,2,1,1,57,1,2,1,60,1,3,3,,AU,26,23,24
3,3,2,1,20,2,10,1,10,2,1,4,architecture,MY,31,27,23
3,3,2,2,21,1,10,1,10,2,1,7,electronic engineeringq,MY,29,29,29
4,1,2,2,18,1,10,1,10,2,1,4,Science technical,MY,40,40,45
3,2,2,1,18,1,10,1,10,2,1,7,Law,MY,52,52,54
3,3,1,2,17,1,10,2,10,2,1,3,Business,MY,38,36,34
4,1,2,2,23,1,10,5,10,1,1,4,Innovation management ,MY,26,23,25
2,2,2,2,20,1,10,1,10,2,1,5,,MY,15,16,15
2,1,2,1,20,1,7,1,60,2,1,3,,US,44,39,37
1,2,1,1,16,1,4,4,60,2,1,2,,US,24,23,27
3,2,1,2,20,1,10,3,10,2,1,3,Islamic Astronomy ,MY,42,33,38
3,1,2,2,24,1,10,1,10,2,1,7,psychologu,MY,28,28,26
2,3,2,1,47,1,7,1,30,1,1,6,,US,17,15,17
3,1,2,2,22,1,10,1,10,2,1,2,English Communication,MY,39,37,43
3,3,2,2,19,1,10,1,70,2,1,5,Economics and English ,MY,21,16,18
3,1,1,2,24,1,6,1,60,2,1,1,Management,ZA,38,30,36
2,2,2,2,20,1,10,1,70,2,1,9,,MY,41,41,43
3,3,2,1,17,1,10,1,10,2,1,6,Accountant,MY,48,42,47
4,2,1,1,55,1,4,1,60,2,2,3,Finance,US,20,16,14
3,2,2,2,18,1,10,1,10,2,1,4,Science,MY,16,15,15
3,1,1,2,23,2,12,2,60,1,1,1,engineering,BG,35,35,38
2,3,2,2,20,1,2,1,60,1,1,2,,NL,45,35,46
3,3,2,2,30,2,6,1,10,2,1,5,Early Childhood ,MY,27,23,25
2,2,1,2,22,1,7,1,30,1,1,1,,CA,21,16,20
3,2,2,2,44,1,7,1,30,1,3,7,,US,21,16,18
3,3,2,2,21,1,10,5,10,2,1,3,"Geomatic,civil engineering",MY,37,39,38
3,3,2,2,19,2,4,2,60,2,1,2,Sociology,AT,44,37,37
3,3,1,2,33,1,10,1,10,1,2,5,Physics,MY,20,17,20
3,3,2,2,21,1,10,1,10,2,1,3,Chemical engineering,MY,48,44,43
3,2,1,2,25,1,10,3,10,2,1,4,Hospitality,MY,41,46,51
3,3,2,1,18,1,10,5,70,2,1,3,Civil Engineering ,MY,16,17,17
2,2,2,2,17,1,4,3,60,2,1,0,,PL,22,23,19
3,3,2,1,18,1,11,3,60,2,1,2,Englidh,IN,36,27,24
3,2,2,2,21,1,10,1,10,2,1,6,ICT,MY,36,39,38
1,3,2,2,15,1,10,1,10,2,1,5,,MY,44,39,43
3,3,2,1,22,1,10,1,10,2,1,3,Math,MY,29,29,34
3,2,2,2,19,1,10,1,10,2,1,5,Electrical engineering,MY,50,51,49
1,3,2,1,13,1,12,5,60,2,1,2,,US,48,45,53
3,3,2,2,21,1,4,1,10,2,1,4,Nursing ,MY,37,40,36
4,2,2,2,24,1,10,1,10,1,1,6,Computer Science,MY,22,23,19
3,3,2,1,18,1,10,5,10,2,1,4,Acturial science,MY,36,38,36
3,2,1,2,22,1,10,1,70,2,1,6,Mechanical engineering,MY,43,43,33
3,2,2,2,20,3,10,1,10,2,1,3,Language,MY,50,42,50
3,3,2,1,20,1,10,1,70,2,1,2,Pharmacy,MY,50,42,49
3,2,2,2,26,1,10,1,10,1,1,3,engineering,MY,27,19,21
2,3,2,2,16,1,2,1,10,2,1,3,,PH,27,29,33
3,3,1,2,47,1,8,1,10,1,2,6,FINANCE,IN,41,35,39
1,2,1,1,16,2,2,2,70,2,1,5,,CA,50,41,41
2,3,2,2,17,1,4,1,10,2,1,2,,MY,40,30,38
3,1,2,2,24,1,2,3,60,2,1,1,Psychology,SE,45,40,44
3,2,2,1,22,1,2,1,60,2,1,5,Media Arts and Animation,US,18,18,24
3,2,2,2,21,1,10,1,10,2,1,3,Mechanical Engineering,JP,25,25,25
4,3,1,2,31,1,8,1,10,2,1,1,Engineering,AU,31,31,35
4,2,2,1,37,1,1,2,60,1,1,2,"English, education",US,31,28,30
3,1,2,2,20,1,10,1,10,2,1,3,Mathematical Sciences,MY,35,40,30
3,1,2,2,18,1,10,1,10,2,1,5,Biotechnology ,MY,19,19,21
4,2,2,2,31,1,10,5,10,2,2,6,Economics,MY,26,23,26
3,3,2,2,21,2,6,1,10,1,1,2,architecture,ID,39,32,40
2,3,2,2,18,1,4,1,10,2,1,5,,PH,38,37,46
1,3,2,2,16,1,0,1,10,2,1,8,,MY,44,42,45
3,3,2,2,20,1,10,1,10,2,1,3,,MY,33,31,35
1,3,2,1,27,1,4,1,60,2,1,7,,GB,37,34,37
3,3,2,2,23,1,10,1,10,1,1,5,Electronic engineering ,MY,29,19,25
4,3,2,2,24,1,4,1,60,1,1,1,Finance,IT,25,29,24
2,3,2,2,30,1,10,1,10,2,1,5,,MY,33,36,35
3,3,2,2,18,1,10,3,70,2,1,5,Civil Engineering ,MY,50,48,49
3,3,2,2,18,1,10,1,10,2,1,4,Accountancy ,MY,38,39,35
2,2,1,1,17,1,10,1,10,2,1,4,,US,33,27,33
2,3,2,2,16,1,10,4,10,2,1,4,,MY,33,33,35
3,2,2,1,21,1,10,1,10,2,1,3,Accounting,MY,21,16,19
3,3,2,2,22,1,10,1,10,1,1,7,Town Planning and Regional,MY,39,37,39
3,3,2,1,14,1,4,1,60,2,1,4,Law ,CA,45,46,49
4,1,2,1,20,1,10,3,20,2,1,4,Psychology,IN,44,36,38
1,2,2,1,15,1,7,1,60,2,1,3,,US,56,56,56
3,2,2,2,18,1,2,2,10,2,1,5,English,MY,55,55,56
3,3,1,2,35,1,2,5,60,2,1,1,Philosophy ,IT,54,52,54
3,3,2,2,20,1,10,5,10,2,1,4,tourism,MY,25,21,24
2,3,1,1,22,1,12,5,60,2,1,1,,US,51,49,55
3,1,2,2,20,1,10,1,10,2,1,5,Accounting,MY,46,43,41
3,2,2,2,24,1,10,5,10,1,1,6,Accounting,MY,34,41,43
2,2,1,2,20,1,7,5,60,2,1,7,,FI,49,50,46
3,3,2,2,20,2,10,2,10,2,1,5,Accounting,MY,23,21,22
3,2,2,2,20,2,10,5,10,2,1,3,Business studies,MY,30,33,33
2,3,2,2,15,1,4,2,60,2,1,2,,IT,48,39,41
4,1,2,2,22,1,10,1,70,1,1,5,Medical physics,MY,33,28,27
3,3,2,2,26,1,10,3,10,2,1,4,Finance,MY,40,36,40
3,4,2,1,21,1,10,1,70,2,1,6,,MY,44,39,36
3,2,2,2,19,1,10,1,70,2,1,4,Arabic Language,MY,46,47,48
3,2,2,2,18,2,1,2,70,1,1,1,English language and literature ,TR,42,48,49
3,3,2,1,23,1,4,1,10,1,1,3,Mass communication,PH,27,28,34
3,3,1,1,18,1,10,1,10,2,1,3,computer science,MY,25,21,27
2,3,2,2,19,1,4,1,60,2,1,2,,CO,26,22,20
3,3,1,2,25,1,10,1,10,2,1,4,Engineering ,MY,22,22,22
4,2,2,2,27,1,10,5,10,1,1,2,management,MY,32,30,35
2,3,2,1,15,1,1,5,60,2,1,3,,US,39,40,37
3,3,2,2,19,1,1,2,10,1,1,2,Computing,HK,38,40,41
3,3,2,1,53,1,6,1,60,1,2,3,General studies,US,20,18,20
3,2,2,2,19,1,10,5,10,2,1,5,Engineering,MY,23,23,22
3,3,2,2,21,1,10,5,10,1,1,6,Speech Pathology ,MY,24,22,21
3,2,2,2,29,1,10,2,10,2,2,3,Pharmacy,MY,48,32,38
2,1,2,1,54,1,4,5,60,2,2,12,,US,35,31,29
3,2,2,2,23,1,10,1,10,1,1,4,Business management,MY,16,14,15
2,3,1,1,17,1,2,1,60,2,1,2,,GB,39,33,41
4,3,2,2,25,1,10,1,10,1,1,3,Finance,MY,23,18,17
2,2,2,1,18,1,2,2,60,2,1,1,,AU,26,26,26
3,3,2,2,22,1,10,4,70,1,1,5,Administration ,MY,32,22,35
3,2,2,2,23,1,10,1,10,2,1,4,psychology,MY,35,42,34
3,3,2,1,17,1,10,5,10,2,1,5,Medication,MY,26,33,27
4,2,2,2,26,1,2,2,60,2,1,2,psychology,CA,38,30,39
4,3,2,2,28,1,10,1,70,1,1,7,Chemical engineering,MY,31,31,31
3,3,1,2,22,1,2,5,60,1,1,2,computer science,PL,22,20,28
3,1,2,2,27,1,10,1,10,1,1,7,engineering,MY,48,47,51
3,3,2,2,20,1,10,5,10,2,1,3,art & design,MY,28,33,33
3,2,2,2,19,1,4,1,10,2,1,4,Psychology,PH,41,39,42
1,3,2,1,15,1,0,5,60,2,1,2,,US,23,19,22
3,3,2,2,25,1,4,1,10,2,1,2,construction,MY,21,22,21
3,1,2,2,19,1,10,5,10,2,1,5,mathematics,MY,28,33,33
3,2,2,2,21,1,10,1,10,2,1,2,Social science ,MY,28,27,32
3,2,2,1,13,3,7,2,60,2,1,2,No,US,54,54,52
2,2,1,1,18,1,1,2,60,2,1,4,,US,26,20,20
3,3,2,2,21,1,10,5,10,2,1,5,Engineering,MY,24,25,28
2,1,1,1,53,1,6,1,60,1,1,2,,CA,36,30,33
2,3,2,2,19,1,4,2,60,2,1,2,,HR,31,28,30
3,1,2,2,19,1,10,1,10,2,1,1,Health Sciences,MY,22,22,25
3,3,1,2,19,1,10,1,10,2,1,5,Banking,MY,15,19,20
3,1,2,1,16,1,1,2,60,2,1,1,Engineering,US,40,45,36
3,2,1,1,25,1,12,1,10,1,1,2,,MY,32,25,31
3,3,2,1,65,1,3,1,60,1,1,5,psychology,US,28,21,23
3,1,2,2,19,1,10,1,10,2,1,3,health sciences,MY,34,33,37
3,1,2,2,19,1,10,1,10,2,1,5,Accounting,MY,34,37,42
3,1,2,2,21,1,10,5,10,2,1,5,Multimedia,MY,44,40,40
4,2,2,1,31,2,11,1,10,1,1,4,Psychology,GB,18,16,18
3,1,1,2,19,1,10,4,10,2,1,2,English ,MY,41,36,43
3,3,2,2,21,1,10,1,10,2,1,6,,MY,26,25,26
3,2,2,2,23,1,10,1,10,2,1,4,Health Science,MY,45,40,42
2,2,2,2,19,1,10,1,10,2,1,5,,MY,31,27,31
3,1,2,1,19,1,7,1,60,2,1,1,Criminal Justice and Criminology,US,30,21,28
3,3,2,2,19,1,10,5,10,2,1,2,english,MY,29,35,32
3,3,2,1,22,1,10,1,10,2,1,5,finance,MY,30,27,26
3,1,2,2,20,1,10,5,10,2,1,5,Accountancy ,MY,24,18,25
2,2,1,1,18,1,12,1,50,2,1,1,,US,29,24,29
3,4,2,1,22,2,7,2,60,2,1,1,Kinesiology,US,37,31,31
2,1,2,1,18,1,7,1,10,2,1,4,,MY,38,34,38
4,3,2,2,25,2,10,1,10,2,1,5,Economics,MY,36,31,38
3,1,2,2,23,2,4,3,10,1,1,4,english,PH,25,22,23
2,3,1,2,17,1,2,1,30,2,1,3,,US,51,46,54
3,3,2,2,17,2,10,1,10,2,1,3,culinary,MY,28,35,32
4,1,2,2,28,1,10,5,10,1,1,4,it,MY,21,19,16
3,2,2,2,19,1,10,1,10,2,1,5,Laws,MY,15,17,15
3,3,2,2,21,1,10,2,10,2,1,2,Information Technology,IN,42,48,44
3,2,2,2,18,1,1,2,60,1,1,3,English,FR,30,31,33
3,2,2,2,19,1,10,1,10,2,1,6,Medic,MY,46,44,48
2,3,2,2,17,1,5,1,10,2,1,4,,PH,51,49,52
3,2,2,2,20,1,10,1,10,2,1,2,Physiotherapy,MY,51,50,50
3,3,2,1,19,1,3,1,10,2,1,2,chem engineering,MY,24,22,30
3,2,2,2,33,1,10,1,10,2,2,5,Mecanical engineering,MY,18,17,19
3,3,2,2,29,1,10,1,10,2,1,3,Industrial psychology,MY,26,22,21
3,1,2,2,22,1,10,1,10,2,1,3,Mechanical engineering,MY,47,43,43
1,2,2,2,14,1,2,1,60,2,3,1,,RS,46,37,46
3,3,2,2,23,1,4,5,10,2,1,3,Banking And Finance,PH,20,19,21
4,1,2,1,28,1,7,1,60,2,3,3,Education,AU,47,45,45
3,3,1,1,34,1,2,1,60,2,1,5,,US,46,48,48
3,2,1,2,22,1,10,1,10,1,1,2,,MY,31,37,37
3,2,2,1,36,2,1,1,60,2,1,4,Law,GB,23,21,21
3,3,1,2,19,1,10,1,10,2,1,6,medicine,MY,43,36,50
2,2,2,1,48,1,6,1,60,1,2,2,,US,21,22,21
2,3,2,2,17,1,10,1,10,2,1,5,,MY,44,37,41
3,3,2,2,17,1,10,1,10,2,1,3,chemical engineering ,MY,49,44,52
1,3,2,1,14,1,2,4,60,2,1,2,,US,36,41,37
3,3,2,2,18,1,10,1,10,2,1,3,Information Management ,MY,38,36,39
4,2,2,2,30,1,2,1,70,1,1,1,Law,US,20,19,22
3,3,2,2,17,1,10,1,10,2,1,3,psychology,MY,39,35,39
3,2,2,1,13,1,4,1,60,2,1,1,digital arts,US,37,26,33
2,3,2,2,18,1,10,1,10,2,1,6,,MY,42,42,43
3,3,2,1,30,1,1,1,60,2,3,5,Medical,US,55,54,55
3,1,2,1,19,0,10,5,10,2,1,3,English ,MY,19,19,24
3,3,2,2,30,2,10,3,10,2,1,4,Science,MY,28,28,32
3,3,2,2,21,1,6,2,10,2,1,6,Law,MY,37,35,40
3,3,1,2,19,1,1,1,60,1,1,2,Law,US,27,25,34
2,3,2,1,18,1,6,1,60,2,1,3,,US,42,38,44
2,3,2,1,35,1,2,1,60,1,2,3,,CA,29,27,31
2,2,1,2,20,1,2,1,60,1,1,3,,HU,14,15,17
4,3,2,1,29,1,9,2,60,1,1,2,Jewish Studies,CA,31,32,32
3,2,1,2,27,2,3,1,10,1,1,2,Comp Science,MY,19,21,20
3,3,2,2,23,1,10,1,10,2,1,5,Accounting ,ID,43,30,37
3,1,2,2,27,1,4,5,10,1,2,10,agricultural,MY,34,38,35
3,2,2,2,24,2,10,1,10,1,1,3,Communication,MY,40,41,44
3,1,2,2,23,1,10,5,10,1,1,6,Finance,MY,37,32,31
3,2,1,2,24,1,10,4,10,1,1,6,Linguistics,MY,38,38,36
3,3,2,2,19,1,10,1,70,2,1,2,Computing,MY,38,36,36
1,3,2,2,14,1,0,1,60,2,1,3,,RS,51,51,53
3,3,2,2,47,1,1,1,10,1,2,3,computer science,US,25,22,24
1,3,2,1,18,1,2,4,60,2,1,1,,CA,52,46,44
3,3,2,2,19,1,10,2,10,2,1,6,Law,MY,39,29,39
3,1,2,1,20,1,10,5,10,2,1,3,Chemistry,MY,28,24,25
3,3,2,2,20,1,10,5,70,2,1,4,business management ,MY,48,46,44
3,1,2,2,33,1,8,1,10,1,2,4,Business,MY,45,39,45
4,1,2,2,26,2,10,1,70,1,2,4,Social science,MY,16,16,15
3,3,2,2,21,1,10,3,10,2,1,5,chemistry,MY,46,43,50
3,2,2,2,26,2,10,1,10,2,1,3,Engineering,ES,32,34,38
3,3,1,2,20,1,10,1,10,2,1,2,Electronic engineering,MY,33,30,35
1,2,1,1,15,1,6,1,50,2,1,2,,US,42,40,47
3,3,1,1,23,2,7,1,10,2,1,3,Medicine,MY,21,20,21
2,1,2,1,24,1,1,1,60,2,1,4,,US,41,38,41
3,2,1,1,19,1,4,2,60,1,1,3,Music,US,41,37,42
3,1,2,2,19,1,10,5,10,2,1,4,Arabic teaching,MY,18,16,19
4,1,3,2,18,1,2,4,60,1,1,3,Animation,FI,39,33,43
3,3,1,2,16,1,4,1,10,2,1,2,chef,PH,21,24,21
3,2,1,1,21,1,4,4,60,1,1,1,conflict resolution,US,44,43,49
4,2,2,1,35,1,7,1,60,1,3,2,Education ,US,39,34,35
2,3,1,2,18,2,2,2,60,2,1,1,,DE,35,25,36
3,3,1,2,20,1,4,2,10,2,1,4,Electrical enfineering,MY,43,45,40
2,3,2,1,62,1,4,1,60,1,2,4,,GB,31,30,26
